Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,30.8125,30.99250030517578,30.572500228881836,30.762500762939453,30.68227767944336,1282800
2014-01-03,30.772499084472656,31.030000686645508,30.61750030517578,30.887500762939453,30.806955337524414,874800
2014-01-06,30.962499618530273,31.122499465942383,30.2549991607666,30.5674991607666,30.48778533935547,3604400
2014-01-07,30.104999542236328,31.127500534057617,30.040000915527344,30.987499237060547,30.90669059753418,3141600
2014-01-08,30.940000534057617,31.15999984741211,30.809999465942383,31.017499923706055,30.936614990234375,2052400
2014-01-09,31.0674991607666,31.672500610351562,31.037500381469727,31.457500457763672,31.375469207763672,2667600
2014-01-10,31.454999923706055,31.792499542236328,31.337499618530273,31.53499984741211,31.4527645111084,3142800
2014-01-13,31.467500686645508,31.497499465942383,30.96500015258789,31.012500762939453,30.931629180908203,2426000
2014-01-14,31.09749984741211,31.735000610351562,31.09749984741211,31.594999313354492,31.512603759765625,1470800
2014-01-15,31.549999237060547,32.494998931884766,31.549999237060547,32.26750183105469,32.1833610534668,2695200
2014-01-16,32.227500915527344,32.82500076293945,32.1775016784668,32.654998779296875,32.56984329223633,2047600
2014-01-17,32.6349983215332,32.880001068115234,32.35499954223633,32.42499923706055,32.34044647216797,1597600
2014-01-21,32.71500015258789,32.71500015258789,31.952499389648438,32.352500915527344,32.268131256103516,1324000
2014-01-22,32.43000030517578,32.48749923706055,31.799999237060547,31.837499618530273,31.761837005615234,1759600
2014-01-23,31.600000381469727,31.940000534057617,31.405000686645508,31.575000762939453,31.499963760375977,1967600
2014-01-24,31.545000076293945,31.545000076293945,30.52750015258789,30.674999237060547,30.602102279663086,3812000
2014-01-27,30.727500915527344,31.292499542236328,30.36750030517578,30.950000762939453,30.876447677612305,2326800
2014-01-28,30.985000610351562,31.172500610351562,30.7549991607666,30.93000030517578,30.856494903564453,1360000
2014-01-29,30.892499923706055,31.322500228881836,30.625,30.764999389648438,30.691884994506836,1937600
2014-01-30,31.137500762939453,31.34000015258789,30.927499771118164,31.309999465942383,31.23558807373047,1028800
2014-01-31,30.832500457763672,31.237499237060547,30.604999542236328,31.06999969482422,30.996158599853516,946000
2014-02-03,30.822500228881836,30.875,29.3075008392334,29.325000762939453,29.25530433654785,5891200
2014-02-04,29.395000457763672,30.11750030517578,29.237499237060547,29.842500686645508,29.771575927734375,2871200
2014-02-05,29.854999542236328,30.112499237060547,29.582500457763672,29.934999465942383,29.863853454589844,886400
2014-02-06,30.00749969482422,30.24250030517578,29.764999389648438,30.037500381469727,29.966114044189453,1098800
2014-02-07,30.137500762939453,30.885000228881836,30.122499465942383,30.850000381469727,30.77668571472168,2026000
2014-02-10,30.844999313354492,31.22249984741211,30.729999542236328,31.212499618530273,31.138322830200195,1654800
2014-02-11,31.1825008392334,31.6924991607666,31.142499923706055,31.537500381469727,31.462549209594727,1828400
2014-02-12,31.542499542236328,31.809999465942383,31.375,31.647499084472656,31.572284698486328,1170800
2014-02-13,31.477500915527344,31.969999313354492,31.477500915527344,31.635000228881836,31.559818267822266,1403600
2014-02-14,31.602500915527344,31.6875,31.0575008392334,31.239999771118164,31.165756225585938,2825200
2014-02-18,31.299999237060547,31.857500076293945,31.209999084472656,31.84749984741211,31.77181053161621,1502400
2014-02-19,31.702499389648438,32.029998779296875,31.530000686645508,31.7450008392334,31.669557571411133,1238400
2014-02-20,31.729999542236328,32.1775016784668,31.34749984741211,32.130001068115234,32.05364227294922,953600
2014-02-21,31.8125,32.209999084472656,31.565000534057617,31.885000228881836,31.809226989746094,1010800
2014-02-24,31.862499237060547,32.415000915527344,31.84749984741211,32.07500076293945,31.998775482177734,1250400
